atc_concept_id,meddra_concept_id
21603086,788256
21604378,45885570
21603178,36009757
21603925,36009825
21603781,37219831
21600097,37420362
21602256,35708690
21604571,36313240
21604433,36315754
21601129,35104879
21603448,37320341
21604415,35708603
21604643,36416501
21601423,36516781
21601200,35205259
21603911,35607130
21604116,36416501
21604559,35708177
21604857,37320109
21600611,35506636
21602096,36718180
21602978,35708690
21603860,36110540
21600448,36313240
21603895,35506742
21603009,36919128
21602485,36919053
21602800,36919042
21600816,36818761
21603514,37219907
21600084,35707759
21602653,36416514
45893474,35104691
21601432,35809136
21601786,36314117
21600611,36313534
21604410,36617410
21600957,36718352
21603021,36313350
21602648,36313276
21604590,35205232
21600733,36211465
21602931,35708171
21601670,36311981
21603103,42889636
21602754,42889647
21600141,36918858
21603756,35205023
21601003,36211477
21603481,36718566
21600889,35809221
21604272,36718045
21603772,36314365
21603916,36313476
21602734,35205107
21602504,36919053
21604260,36110649
21603615,36211179
21600034,36314156
21600816,35205341
21603081,37019450
21600943,36516779
21603009,37219868
21603134,36818708
21602898,36818706
21604757,36110736
21603210,35708208
21601428,35809116
21603756,36313177
21603925,35204978
21603285,37320158
21602737,36416496
21604696,35104691
21603410,36313476
21602102,36312648
21603080,35708202
21601394,36516818
21600266,35205185
21603285,36516867
21603929,36313468
21603009,36416485
21600448,37320161
21602730,36919037
21600494,35104691
21600187,36314117
21600097,36818706
21603607,35707930
21603549,35708593
21600493,35708608
21604417,35809166
21603165,42889636
21603312,35809221
21602884,36516874
21604376,42889647
21603908,36314494
21604764,42889647
21604590,35406391
21602517,35809133
21603908,36718303
21603904,36919230
21603288,37219868
21604643,35708554
21602823,36315296
21601200,36110591
21604272,37080795
21604745,35809005
21603312,35809155
21600448,36110492
21604115,36718312
21600543,36918858
21601428,35104877
21600719,35205184
21603137,36211297
21604741,35909503
21603732,36516818
21603514,36009727
21600747,36416509
21604115,35809080
21601786,36919101
21602898,36316343
21603925,35809117
21604438,36718458
21600732,37219907
21603021,35809225
21601518,36919098
21601518,36517149
21602485,36918953
21603080,36919037
21603925,36516957
21602895,37320338
21601829,35104074
21601428,36313176
21604543,36009776
21604088,35205190
21603841,35607345
21600493,36316343
21604399,36316391
21603856,36211297
21604415,35205038
21604643,37219907
21603921,36313534
21604757,36313476
21603908,36516781
21602690,35708603
21604714,36718179
21603081,42889647
21604559,36718369
21601432,36313573
21600943,37219959
21604431,36110492
21601534,35104877
21601202,36211303
21602806,35205038
21602870,35809330
21604433,36718433
21604417,35809133
21603924,36919033
21603288,36718540
21603718,35506485
43534827,35809136
21603160,36416598
21603908,35707759
43534823,36110253
21604562,35707759
21602730,45885696
21601911,37219868
21600270,35204913
21601829,37080795
21602754,35909528
21601920,35104746
21603481,36919037
21602735,37019316
21603081,35809115
21604556,36009735
21601003,35305414
21603925,37320338
21603913,35809248
21600098,36314156
21603288,35909449
21602800,36718141
21601129,37622442
21602096,35708093
21603896,36211465
21601390,35205036
21605269,36718355
21604115,36416598
21600957,35708093
43534827,36416516
21600975,35708156
21601911,36718347
21604431,36718352
21602648,35809080
21601423,36516973
21600733,36110224
21600575,36919037
21601787,36311846
21602692,36313176
21601129,37622477
21600604,42889636
21603732,37420511
21603103,36110930
21604434,36314117
21603312,42890120
21604433,36718335
21603904,35607096
21603732,35205259
21602648,37019450
21600889,36918858
21602504,37019332
21602338,35809180
21603908,36919128
21602732,36314249
21601670,37521159
21602741,35205185
21603481,37420507
21600819,35809166
21603019,37019238
21604202,36918936
21603896,37320158
21604272,35607307
21601392,35104812
21604230,36918861
21604410,36313176
21603312,45885570
21602256,35708208
21602741,37219832
21601534,36315061
21604566,36918858
21600543,36313176
21600303,36516818
21602690,35809133
21604305,35708642
21602909,37220008
21603160,36313276
21603800,37320214
21604116,35909612
21604556,36416509
21603514,36311981
21601391,37219831
21604417,35204981
21602800,36718369
21604438,36718312
21602806,35809115
21603967,36919230
21603900,36516957
21604376,36918858
21600034,36211297
21603210,35708156
21604718,36516957
21600733,36416584
21600747,36311779
21604544,35809303
21600083,35809215
21604432,35708620
21603362,35506691
21602690,37622442
21604115,35104074
21604051,35104856
21604434,35104746
21604305,36009776
21602823,36919033
21604436,35205315
21603356,36516818
21604757,37320341
21602338,36718016
21601967,37219832
21601911,37320143
21603362,36313176
21601139,37219894
21600505,35707714
21600943,37119745
21600100,36718347
21603800,37219937
21602754,35506636
21603693,36718220
21601518,35506494
21603312,37219832
21602737,35708737
21603009,36110649
21604051,37219907
21604131,36313573
21604857,36110591
21604344,35606939
21602085,35708608
21604714,37420507
21604696,35708093
21603086,36211465
21603131,35708208
21604272,36110878
21603103,36717998
21600819,36516749
21601534,37019316
21601518,37219937
21601435,37622477
21604857,35809330
21603641,35708093
21603860,37220008
21605269,35205036
21603362,43053882
21600943,36313240
21604419,36110224
21603924,37520999
21603497,35506577
21603615,35205259
21603732,36315061
21600111,37019316
21604563,36718171
21601045,37019321
21602096,35707721
21603097,37219831
21604155,36313476
21603481,36516973
21602978,36314249
21604305,35607130
21600083,35205184
21602970,35809050
21603497,42889647
21603980,35104074
21603732,35205023
21603312,35708690
21600604,36009756
21600097,36211179
21603924,35707999
21604436,42890076
21602898,36416496
21604741,36313534
21603165,36314157
21603980,36718457
21604544,35205185
21604745,36718119
21601423,36919230
21602978,36718179
21604433,35607096
21603362,35205259
21603710,37522270
21602102,36718220
21600111,35909518
21604712,36919037
21603285,35809115
21604230,35104101
21600097,35809117
21604563,36211477
21604740,36919041
21601670,35708208
21602870,35506577
21604740,37622442
21603448,36313965
21604566,36718347
21600718,36211285
21600111,36416572
21601423,35707721
21600083,35708171
21604559,36718566
21603916,35708684
21602732,37019396
21601829,35809139
21604348,36516957
21600535,36313240
21601390,36314157
21600943,36718259
21600083,36617408
21603929,36516925
21604559,37521235
21603929,35809180
21601786,36110986
21604559,37019316
21603641,36818761
21604529,36718369
21604556,35204989
21604643,37219953
21600096,35809005
21604762,36617410
21600718,36110591
21604566,35607307
21602985,42889641
21602085,35506636
21603896,36918968
21604230,37320158
21604348,36110720
21602806,37219832
21602870,35809117
21603756,36110977
21600493,35737823
21603178,37320268
21600098,42890076
21603924,36416572
21603481,35809117
21600266,36516865
21601129,36918953
21600664,43053913
21604718,35305882
21603607,35708171
21604431,36315483
21601139,36313240
21604543,37320143
21604230,37320134
21604762,35909528
21602480,36718433
21604745,35305953
21601423,37019332
21604718,36416572
21603916,35506691
21602925,36313476
21603514,36110224
21601139,36316391
21604115,35104812
21602895,35708177
21602066,37219831
21600484,35506742
21604559,35205348
21603526,36211477
21602806,35708620
21604436,35205232
21600658,36919053
21600543,35707930
21600575,36110591
21603138,35506691
21602754,37320161
21601045,35104856
21600083,36516865
21602480,36516818
21604376,36315380
21600303,36313240
21603900,35809077
21604745,36718401
21604410,35707907
21604516,36313573
21600097,36718171
21602823,36316391
21604230,37420507
21600924,36718149
21601432,36718540
21602800,36717998
21603641,36313350
21602730,36416516
21600097,37320158
21600111,37219905
21601856,35809139
21603210,35809304
21600484,35707714
21601200,36110736
21602898,35737823
21604230,35809104
21603800,35708268
43534823,36918858
21600513,36516876
21602504,37219959
21602102,36211484
21602517,35506577
21600100,35205232
21602256,37219823
21603134,36009891
21600664,36110563
21604431,36316136
21603097,35707721
21600411,36312648
21603911,37219868
21602978,36313594
21600878,35909518
21602898,36818708
21600083,37219905
21603925,36211179
21604348,36110227
21603921,36312921
21601786,35205034
21603160,36314117
21603312,35204978
21604434,36516779
21603929,35708303
21600100,35809304
21603021,35909612
21600816,35809087
21602730,35708099
21600084,35809330
21603927,36516749
21602766,35708608
21604422,36313177
21603497,35708603
21605269,788256
21604543,36416550
21600084,35305414
21603356,35909449
21602806,35205034
21604516,36718179
21602735,36718303
21603732,35707714
21604415,35809133
21601419,35809079
21602648,37521795
21600819,36718149
21600505,35205023
21602870,36718180
21603924,36313573
21603908,36110492
21604943,37622442
21602690,35809005
21604543,36718566
21604344,37320340
21603135,35104812
21600100,36919036
21600493,35205133
21600083,37320109
21603138,36110878
21600575,35204913
21602256,36919036
21603749,36313534
21603356,35808822
21600958,35205034
21602870,36918858
21604562,37019396
21603904,45885570
21603772,36211297
21603896,36416584
21603967,35909518
21604272,35809386
21604402,35708093
21603908,36718119
21603021,36818729
21604422,35104102
21604563,35708758
21604348,37522270
21603906,36313276
21601419,45885570
21601689,37622442
21602692,36718395
21600575,36919098
21602735,37320268
21603086,36313534
21604566,36919022
21602754,35205133
21601200,36718179
21602735,36315296
21604857,36718202
21604718,35607345
21603134,37320212
21600096,36718347
21600719,37320212
21601428,36315364
21602737,36110215
21602754,36718149
21603481,37019396
21603288,36516818
21600097,36718422
21603904,36718422
21603549,35909518
21603019,36211179
21603154,37320109
21603019,36718335
21603021,36919042
21600664,42889641
21603607,35406429
21604432,36110736
21602800,36211477
21601129,37622446
21600484,35227885
21603131,35708620
21602800,35809136
21602732,35506494
21600100,36416550
21604344,37320338
21602970,36918921
21604031,35708171
21600975,36718347
21604544,37019450
21603256,36718141
21601747,36312648
21604348,36416550
21603900,36718395
21600083,45885668
21600100,35707907
21604460,36516957
21604344,36718277
21604152,36110708
21600083,36516957
21600938,35809139
21600604,36313534
21603821,36315380
21604543,35205185
21603160,35305882
21604898,35607483
21600543,36919036
21604436,36316343
21600111,36516876
21601518,37219944
21603821,37119476
21601429,37219905
21603718,36416514
21603929,36718179
21604344,36313984
21603821,37320212
21604460,36211297
21600100,35708202
21603967,35809133
21602256,36516874
21600604,36110664
21603924,35809087
21601670,35205184
21600084,36315754
21604378,35909428
21602734,36313350
21604562,36718540
21602977,35707907
21604711,36517149
21600965,35809215
21603131,36516865
21600543,37219937
21603980,36110649
21604718,35708177
21604051,36313594
21602730,42890076
21604984,37219907
21600448,36718220
21603514,35708179
21600270,37019321
21603924,36919037
21605014,36311923
21604566,35707930
21600234,36313965
21602485,36818708
21600141,37219907
21604984,36009757
21603924,36211285
21602732,35104691
21604757,36315061
21603908,35707999
21602732,37019332
21601689,36316391
21601435,36211179
21603526,36211303
21601394,37320338
21600658,35205257
21603756,36617296
21600604,37521159
21600535,35707552
21605014,36718401
21604757,37219953
21604740,36718566
21603086,37219831
21603925,36211197
21602085,37420507
21603285,35809139
21601747,36311923
21600111,35809005
21604762,36818761
21603908,36110736
21604031,35809139
21600733,35104746
21600097,36416509
21603549,35205036
21603285,35708593
21601390,35607096
21604711,35708202
21603266,37219959
21602732,37320143
21601786,35708642
21604344,42889463
21600303,37219959
21601911,35104746
21602504,35104746
21604570,36516865
21602978,36110224
21603021,35809330
21600399,788256
21601390,37522191
21602338,36313476
21602931,36315364
21603160,35809077
21603906,36718422
21600187,36718303
21602978,36311923
21603288,35205036
21604544,36110534
21602730,35809304
21600141,37320268
21600943,36718355
21603410,36110708
21600493,35708642
21602734,37320214
21603285,35607483
21601534,35205023
21603448,35809115
21600098,35104746
21600604,36311779
21604433,36313965
21603193,37219907
21603131,36315380
21603080,35708603
21604898,36516957
21604434,35708603
21600965,36316391
21604757,35809248
21603641,36718433
21603080,36717998
21603019,37219820
21603911,35809225
21602690,37522270
21603906,36315061
21604571,35707907
21603526,37320158
21600083,36314249
21601392,36416514
21604757,36312921
21601428,36718355
21603896,35104879
21602800,37219937
21603462,35809115
21602692,36718141
43534823,36516957
21604417,35909612
21600938,36516749
21603312,36919233
21603288,36211181
21602730,43053882
21600141,37320212
21600943,36315364
21600718,36818706
21603911,36110554
21604415,35708156
21602730,35104812
21603497,35708093
21601747,35205185
21600664,36919101
21602737,36416525
21600448,37420527
21603356,37320109
21603285,35406429
21602648,36818761
21603980,37320340
21602504,36919098
21603160,35104074
21603980,36718395
21602985,35506580
21600535,36416550
21603514,35809080
21600083,35104856
21601786,37219959
21603080,37219944
21603900,36718540
21600535,36718119
21603312,36718119
21601670,36718347
21600493,36516815
21602690,35708202
21600187,36416514
21605269,37320109
21601036,35607130
21604762,42889636
21601518,35205259
21603856,36313176
21603097,36009756
21603718,36313476
21603927,36312921
21603288,36316136
21603860,36211297
21601787,36313435
21602909,35607414
21600611,36516779
21603021,37080795
21603137,36312648
21603514,36516865
21604348,35406319
21600535,37320268
21603312,36316391
21604031,36718171
21603924,36516781
21602823,35708554
21600664,35809087
21604711,37019321
21601428,36416485
21604714,35809117
21603019,37320212
21601200,35104812
21601207,37019396
21602102,36416501
21604643,37219894
21600398,35708690
21604415,42890076
21601003,35809079
21602730,36818729
21603607,36211303
21601518,36110708
21604543,36718259
21604643,35707907
21604127,35205023
21602504,36313476
21600083,36313573
21602754,36818729
21603607,37019332
21602732,35104746
21600098,36314365
21602735,35809079
21604943,36416514
21602735,35506494
21604151,36314117
21603497,35708202
21600493,37219820
21600535,35809115
21601157,35104746
21603921,35708593
21603134,35809139
21602102,36313176
21604543,36311981
21603080,36211465
21603913,36416514
21603860,35708156
21604417,37320134
21602823,35808822
21600098,36516957
21603924,35809075
21603693,36312074
21602806,36516876
21601534,36009776
21604712,45885570
21603131,36313476
21603081,35809136
21604230,37219953
21603103,788391
21602970,35708171
21603266,36718179
21602338,35104787
21602730,35809104
21603448,36211297
21600747,35607483
21603021,36919033
21603097,36313177
21604051,37219868
21600816,35808824
21604115,35708099
21603908,36315754
21602737,36718312
21600096,36918861
21603732,36211465
21601129,35809221
21600098,36718422
21604431,35607307
21603776,37320158
21600098,36718149
21603356,35708737
21604711,36314117
21604516,36918861
21604417,35104101
21604566,36316391
21603821,35809117
21601392,35809330
21604434,36416483
21603009,36717998
21603929,35708642
21600097,36315061
21602096,36313476
21603448,36211197
21600732,36718540
21604857,35809133
21605269,35204996
21604431,42889463
21603285,35809304
21604419,36718566
21602692,37219831
21601003,37522191
21604764,36918861
21604415,35104812
21603905,36416516
21603312,35204913
21604438,36315380
21604757,36717997
21604436,36313350
21600957,36315296
21601045,35205023
21600862,35708608
21601689,36718433
21605014,36918861
21600957,36919101
21603905,35909518
21601856,36416514
21604376,35406391
21600399,36009757
21604741,36919230
21604116,36919042
21604760,35506588
21603448,35506580
21600816,36516779
21603980,36313177
21601689,36718180
21602256,35809221
21603312,36211303
21602931,35809330
21603356,37219937
21604051,36718149
21604436,35305414
21604857,35708268
21603886,35809104
21604718,36416514
21602898,36718458
21604431,36314117
21602504,37119745
21604562,36919037
21601435,36416496
21603497,36009757
21603163,36718532
21602540,36516867
40252222,35809139
21604260,35104787
21604420,35708208
21602800,35104119
21602085,36516818
21604566,36315483
21603925,36516818
21604762,35227885
21603009,35204981
21600943,36110708
21604152,36211297
21603895,35809079
21603138,42889647
21602096,35708642
21604556,35809133
21601435,35809221
21604757,36617537
21600719,36919033
21604305,36516876
21603929,35306243
21604571,36416550
21600733,35707930
21603178,35708554
21601428,35809225
21602690,35104787
21603134,42889647
21604260,35204978
21604344,37320268
21604762,36718259
21603967,35205034
21603718,36110227
21602485,36516749
21600747,37622477
21603514,35707907
21603945,45885570
21603154,36516865
21601200,35305953
21604272,37522181
21604741,35708202
21600399,35708171
21602648,35707999
21600265,35204913
21604857,37019332
21600100,36110649
21603081,35204996
21602766,37219868
21600878,35707714
21603194,35708156
21603927,36718347
21604433,42889641
21604714,36919064
21603462,36211197
21603904,35607483
21601911,37219832
21604756,37019316
21603929,36718352
21603288,36211297
21600816,35909449
21601518,36311846
21602978,36516815
21601202,37522181
21602823,36313240
21600747,35406391
21604415,36919128
21600034,35707721
21604516,35809221
21603514,35708608
21601428,35808861
21603900,37119745
21600575,36009895
21603905,35104812
21602096,35707907
21600494,36718119
21604399,35809155
21604762,35809080
21604305,36313246
21600493,36211197
21604116,36009756
21602884,36516973
21604857,36919037
21604127,35809079
21601911,35104101
21601423,36314117
21603693,37320158
21605276,35104074
21604344,37119745
21600747,36211477
21600719,36110253
21600265,36313969
21602653,35506580
21602977,36110253
21602735,36718220
21600719,35809139
21601518,37219820
21601202,35809104
21600575,35708171
21602737,35808824
21603800,37219907
21602485,36717998
21603927,36110986
21600398,36718180
21604516,36718141
21601036,36316343
21603693,35204981
21603967,36516973
21602690,35809386
21602066,35607027
21604305,35506636
21604115,35809104
21600317,35205315
21601518,35809075
21602737,35707714
21603607,35809166
21602648,35607345
21604131,36316450
21604399,36110664
21603526,35809166
21601856,35305953
21600747,35607097
21600083,37219959
21603945,35708208
21602898,35708724
21604745,36516874
21604857,35506691
21603925,37219959
21601423,36617537
21604051,37219937
21603497,35809155
21604556,35205184
21601911,35708670
21604344,35909528
21603312,37219901
21604740,36718259
21601134,37219868
21603856,36211465
21603980,36918968
21604543,36718478
21604410,36211465
21601390,35205023
21601428,36718422
21602766,37320268
21600747,37320109
21604115,37320143
21603086,37219820
21603607,35708208
21603103,36315296
21603896,36110708
21603607,36312648
21602732,36110878
21603135,36110878
21602480,36718422
21602066,36516865
21602842,35104746
21602970,37320143
21600096,36314365
21603929,36313534
21603904,35909518
21603009,36110917
21604436,35708554
21603929,36009735
21601432,35104856
21603497,37622477
21604857,45885570
21600719,35506636
21603925,35707759
21604151,36315364
21603967,36211484
21603800,36718335
21604764,35607096
21603086,36314117
21600303,36416584
21602542,35205133
21603924,37219820
21602978,37219944
21601134,35809115
21600958,36416514
21603448,43053913
21604757,37320158
21604305,36516957
21604436,36718277
21603929,35205036
21604571,36718179
21602823,37622471
21601920,36919041
21603911,35809166
21602766,36110253
21602730,36110591
21602102,36110591
21601670,36718142
21603131,36516812
21602735,37622471
21603781,43562827
21602970,35808824
21602482,37320161
21604529,36919128
21604436,35104787
21603285,36211465
21603916,35205184
21604762,37019238
21604460,36313468
21604422,36516973
21603929,36516957
21600448,45885696
21603886,42889636
21602895,36416485
21600096,35506742
21604438,36718016
21602734,35205190
21603821,37119745
21603821,35406319
21600965,35708208
21603641,45885695
21602884,35205023
21603514,35809387
21602800,45885696
21603009,37521159
21602754,36718355
21604543,35204981
21601689,43053882
21601419,36110649
21602970,35809304
21604762,35204981
21602800,35607096
40252222,35506494
21602482,35506691
21603913,35809115
21600187,35205023
21601036,36311923
21604571,36416525
21603288,35809133
21601423,35707858
21600096,37320214
21603086,35205038
21604745,36314157
21603549,37019316
21600975,36110986
21603135,36718227
21604417,36313176
21602985,35708593
21601534,35506742
21603856,36313177
21600957,35406391
21604272,36516779
21602978,35708171
21600747,36211484
21603921,35104877
21604764,37320161
21603925,35104856
21604417,37219959
21600083,35809386
21605014,36919036
21601045,35104074
21604431,37219867
21603945,35104691
21603462,35708093
21603925,36718179
21601432,35506577
21603924,36211197
21601003,36311984
21603732,35707999
21602735,36313176
21603718,36312552
21602648,36314494
21602754,36110096
21603916,35708202
21603097,42889647
21603154,36315364
21601394,35809330
21600505,35205038
21603137,36919036
21604417,43053882
21600747,36919128
21600957,37521313
21604570,36311923
21603895,37219937
21600493,37521313
21600658,35205034
21602735,35227885
21601428,36009891
21604529,37219907
21603448,35808810
21601207,36110986
21600083,37420507
21602985,36717998
21604562,37119485
21603160,37219868
21603749,36516812
21602985,36211179
21604432,36516973
21600493,36516957
21604422,36919230
21603448,36313435
21603925,36311779
21604712,35506580
21600098,35809117
21601003,36718171
21603288,35104879
21604344,37219907
21604155,43562827
21604230,36516973
21600084,36919101
21600097,36918968
21603896,37521795
21604714,35708603
21601390,36718442
21604436,35607027
21603925,42889801
21602931,35205232
21603210,35809155
21603772,37522181
21602806,36718183
21600747,37622478
21600097,35205232
21603927,35708156
21604571,45885668
21603285,35104074
21604415,36718183
21603710,36313969
21604544,36718179
21600493,45885668
21604745,35205023
21603497,35909449
21600303,37521157
21601036,37219831
21603641,36211303
21601139,36718312
21600493,36718395
21603911,35707714
21602735,36717998
21604260,37320212
21604714,45885570
21604756,36818729
21604762,37119476
21604051,36315380
21600816,36416501
21600083,36416501
21602985,37219831
21600513,35909528
21603266,35708093
21603481,35104101
21604516,36416509
21604431,37522270
21604711,36717998
21603911,35708208
21600493,35607307
21602898,35809166
21604757,35204989
21600493,36818708
21603718,35205257
21604571,35406319
21604643,36110930
21602732,36718457
21602730,36718401
21601518,35607097
21600747,35104812
21602692,36718352
21600234,35809079
21604757,36313240
21600543,36718171
21603921,35708208
21604643,37080795
21604757,36919098
21603906,35205315
21604714,35708208
21600513,35606961
21604260,37320268
21604415,36718401
21604857,35204981
21604230,35809050
43534814,45885570
21600111,36718433
21604419,35809115
21604943,36516865
21600266,35708171
21603019,35708737
21602653,36718171
21600965,36416496
21603925,35406391
21602970,42889461
21601435,37219820
21603448,36919033
21603497,36918921
21604402,36718312
21604566,36718142
21600975,36313573
21602737,37320341
21604529,35707714
21604745,37019396
21604718,36718540
21602730,35305953
21601200,35104691
21601428,36516973
21604543,37320268
21602754,35809225
21603641,35809115
21600141,36516925
21600575,36718433
21601212,36516779
21603945,36211181
21604115,36316391
21600083,36919091
21603772,35809387
21604718,36110643
21604566,788391
43534823,35205036
21603086,37219832
21604344,36110930
21603713,36315380
21603135,35708593
21600718,36211303
21600097,37522191
21603886,36313534
21602735,37219959
21603514,37019321
21604116,37320212
21603607,35104856
21603285,36718422
21603896,35707930
21604898,35708093
21602922,35205259
21603526,35708156
21604714,36211297
21604115,36918968
21600083,36617410
21602735,35808822
21603135,36316343
21602823,37320161
21604762,35809330
21600083,36313534
21603615,36313176
21603497,36516818
21600097,35607027
